------------------------------------------------
Job ID: 39819948
Run on host: compg011.hpc.in.bmrc.ox.ac.uk
Operating system: Linux
Username: lhw539
Started at: Wed Mar 17 03:50:13 GMT 2021
------------------------------------------------
Loading ixi train data.
Loading ixi   val data.
Number of GPUs:  2
Epoch decay:  30
Gamma decay:  0.3

Full model is being trained with random initialization.
Start:  2021-03-17 03:50:19.912971
----------------------------------------------------------------------------------------------------------------------------------------------------------------
|epoch:   0 | lr: 0.010 |train kld: 2.81430 |train kld ravg: 2.81430 |train mae:  14.72337 |train mae ravg:  14.72337 |val kld: 2.75354 |val kldravg: 2.75354 |val mae:  14.60434 |val mae ravg:  14.60434 |
|epoch:   1 | lr: 0.010 |train kld: 2.71718 |train kld ravg: 2.76574 |train mae:  14.64160 |train mae ravg:  14.68249 |val kld: 2.66858 |val kldravg: 2.71106 |val mae:  13.92550 |val mae ravg:  14.26492 |
|epoch:   2 | lr: 0.010 |train kld: 2.67773 |train kld ravg: 2.73640 |train mae:  14.17745 |train mae ravg:  14.51414 |val kld: 2.65084 |val kldravg: 2.69099 |val mae:  14.19827 |val mae ravg:  14.24270 |
|epoch:   3 | lr: 0.010 |train kld: 2.64563 |train kld ravg: 2.71371 |train mae:  13.85524 |train mae ravg:  14.34941 |val kld: 2.72220 |val kldravg: 2.69879 |val mae:  15.45212 |val mae ravg:  14.54506 |
|epoch:   4 | lr: 0.010 |train kld: 2.62652 |train kld ravg: 2.69627 |train mae:  13.40898 |train mae ravg:  14.16133 |val kld: 2.63410 |val kldravg: 2.68585 |val mae:  13.15798 |val mae ravg:  14.26764 |
|epoch:   5 | lr: 0.010 |train kld: 2.59273 |train kld ravg: 2.65196 |train mae:  13.26904 |train mae ravg:  13.87046 |val kld: 2.88049 |val kldravg: 2.71124 |val mae:  16.90292 |val mae ravg:  14.72736 |
|epoch:   6 | lr: 0.010 |train kld: 2.59324 |train kld ravg: 2.62717 |train mae:  13.02537 |train mae ravg:  13.54722 |val kld: 2.53531 |val kldravg: 2.68459 |val mae:  12.86409 |val mae ravg:  14.51508 |
|epoch:   7 | lr: 0.010 |train kld: 2.54703 |train kld ravg: 2.60103 |train mae:  12.61053 |train mae ravg:  13.23383 |val kld: 2.66119 |val kldravg: 2.68666 |val mae:  14.11973 |val mae ravg:  14.49937 |
|epoch:   8 | lr: 0.010 |train kld: 2.53678 |train kld ravg: 2.57926 |train mae:  12.27735 |train mae ravg:  12.91826 |val kld: 2.61778 |val kldravg: 2.66577 |val mae:  13.37382 |val mae ravg:  14.08371 |
|epoch:   9 | lr: 0.010 |train kld: 2.52633 |train kld ravg: 2.55922 |train mae:  12.28486 |train mae ravg:  12.69343 |val kld: 2.56563 |val kldravg: 2.65208 |val mae:  13.06797 |val mae ravg:  14.06570 |
|epoch:  10 | lr: 0.010 |train kld: 2.51023 |train kld ravg: 2.54272 |train mae:  12.02142 |train mae ravg:  12.44391 |val kld: 2.43449 |val kldravg: 2.56288 |val mae:  11.25640 |val mae ravg:  12.93640 |
|epoch:  11 | lr: 0.010 |train kld: 2.49128 |train kld ravg: 2.52233 |train mae:  11.69358 |train mae ravg:  12.17755 |val kld: 2.60127 |val kldravg: 2.57607 |val mae:  12.79673 |val mae ravg:  12.92293 |
|epoch:  12 | lr: 0.010 |train kld: 2.49433 |train kld ravg: 2.51179 |train mae:  11.83425 |train mae ravg:  12.02229 |val kld: 2.79842 |val kldravg: 2.60352 |val mae:  14.23428 |val mae ravg:  12.94584 |
|epoch:  13 | lr: 0.010 |train kld: 2.48811 |train kld ravg: 2.50205 |train mae:  11.76127 |train mae ravg:  11.91908 |val kld: 2.51887 |val kldravg: 2.58374 |val mae:  12.21971 |val mae ravg:  12.71502 |
|epoch:  14 | lr: 0.010 |train kld: 2.50250 |train kld ravg: 2.49729 |train mae:  11.93656 |train mae ravg:  11.84942 |val kld: 2.74467 |val kldravg: 2.61954 |val mae:  14.21155 |val mae ravg:  12.94374 |
|epoch:  15 | lr: 0.010 |train kld: 2.44945 |train kld ravg: 2.48513 |train mae:  10.99014 |train mae ravg:  11.64316 |val kld: 2.47436 |val kldravg: 2.62752 |val mae:  11.26389 |val mae ravg:  12.94523 |
|epoch:  16 | lr: 0.010 |train kld: 2.44337 |train kld ravg: 2.47555 |train mae:  11.42044 |train mae ravg:  11.58853 |val kld: 3.12890 |val kldravg: 2.73304 |val mae:  17.26269 |val mae ravg:  13.83843 |
|epoch:  17 | lr: 0.010 |train kld: 2.42773 |train kld ravg: 2.46223 |train mae:  10.97057 |train mae ravg:  11.41580 |val kld: 2.59894 |val kldravg: 2.69315 |val mae:  13.03211 |val mae ravg:  13.59799 |
|epoch:  18 | lr: 0.010 |train kld: 2.44577 |train kld ravg: 2.45376 |train mae:  11.06577 |train mae ravg:  11.27670 |val kld: 2.42868 |val kldravg: 2.67511 |val mae:  10.72677 |val mae ravg:  13.29940 |
