------------------------------------------------
Job ID: 37536209
Run on host: compg010.hpc.in.bmrc.ox.ac.uk
Operating system: Linux
Username: lhw539
Started at: Sat Feb 20 17:53:23 GMT 2021
------------------------------------------------
Loading share 1.00 train data.
Loading OASIS   val data.
Number of GPUs:  2

Full model is being trained with random initialization.
Start:  2021-02-20 17:53:31.186249
----------------------------------------------------------------------------------------------------------------------------------------------------------------
|epoch:   0 | lr: 0.010 |train ent: 0.57161 |train ent ravg: 0.57161 |train acc:  0.69602 |train acc ravg:  0.69602 |val ent: 2.43975 |val entravg: 2.43975 |val acc:  0.44318 |val acc ravg:  0.44318 |
|epoch:   1 | lr: 0.010 |train ent: 0.55128 |train ent ravg: 0.56145 |train acc:  0.73011 |train acc ravg:  0.71307 |val ent: 4.69956 |val entravg: 3.56966 |val acc:  0.53409 |val acc ravg:  0.48864 |
|epoch:   2 | lr: 0.010 |train ent: 0.59049 |train ent ravg: 0.57113 |train acc:  0.71023 |train acc ravg:  0.71212 |val ent: 8.74091 |val entravg: 5.29341 |val acc:  0.55682 |val acc ravg:  0.51136 |
|epoch:   3 | lr: 0.010 |train ent: 0.53173 |train ent ravg: 0.56128 |train acc:  0.74716 |train acc ravg:  0.72088 |val ent: 3.04169 |val entravg: 4.73048 |val acc:  0.44318 |val acc ravg:  0.49432 |
|epoch:   4 | lr: 0.010 |train ent: 0.52611 |train ent ravg: 0.55424 |train acc:  0.76420 |train acc ravg:  0.72955 |val ent: 3.09327 |val entravg: 4.40304 |val acc:  0.44318 |val acc ravg:  0.48409 |
|epoch:   5 | lr: 0.010 |train ent: 0.50144 |train ent ravg: 0.54021 |train acc:  0.76705 |train acc ravg:  0.74375 |val ent: 5.89469 |val entravg: 5.09402 |val acc:  0.44318 |val acc ravg:  0.48409 |
|epoch:   6 | lr: 0.010 |train ent: 0.46420 |train ent ravg: 0.52279 |train acc:  0.76136 |train acc ravg:  0.75000 |val ent: 2.66040 |val entravg: 4.68619 |val acc:  0.55682 |val acc ravg:  0.48864 |
|epoch:   7 | lr: 0.010 |train ent: 0.47776 |train ent ravg: 0.50025 |train acc:  0.75284 |train acc ravg:  0.75852 |val ent: 0.73159 |val entravg: 3.08433 |val acc:  0.65909 |val acc ravg:  0.50909 |
|epoch:   8 | lr: 0.010 |train ent: 0.53282 |train ent ravg: 0.50047 |train acc:  0.73580 |train acc ravg:  0.75625 |val ent: 4.78905 |val entravg: 3.43380 |val acc:  0.45455 |val acc ravg:  0.51136 |
|epoch:   9 | lr: 0.010 |train ent: 0.46867 |train ent ravg: 0.48898 |train acc:  0.79261 |train acc ravg:  0.76193 |val ent: 4.03718 |val entravg: 3.62258 |val acc:  0.44318 |val acc ravg:  0.51136 |
|epoch:  10 | lr: 0.010 |train ent: 0.49750 |train ent ravg: 0.48819 |train acc:  0.77841 |train acc ravg:  0.76420 |val ent: 13.44242 |val entravg: 5.13213 |val acc:  0.54545 |val acc ravg:  0.53182 |
|epoch:  11 | lr: 0.010 |train ent: 0.47042 |train ent ravg: 0.48944 |train acc:  0.80114 |train acc ravg:  0.77216 |val ent: 4.63824 |val entravg: 5.52770 |val acc:  0.45455 |val acc ravg:  0.51136 |
|epoch:  12 | lr: 0.010 |train ent: 0.50650 |train ent ravg: 0.49518 |train acc:  0.74432 |train acc ravg:  0.77045 |val ent: 3.79049 |val entravg: 6.13948 |val acc:  0.54545 |val acc ravg:  0.48864 |
|epoch:  13 | lr: 0.010 |train ent: 0.42421 |train ent ravg: 0.47346 |train acc:  0.80682 |train acc ravg:  0.78466 |val ent: 3.55357 |val entravg: 5.89238 |val acc:  0.44318 |val acc ravg:  0.48636 |
|epoch:  14 | lr: 0.010 |train ent: 0.52121 |train ent ravg: 0.48397 |train acc:  0.74716 |train acc ravg:  0.77557 |val ent: 5.27995 |val entravg: 6.14093 |val acc:  0.55682 |val acc ravg:  0.50909 |
|epoch:  15 | lr: 0.010 |train ent: 0.48175 |train ent ravg: 0.48082 |train acc:  0.75852 |train acc ravg:  0.77159 |val ent: 8.02837 |val entravg: 5.05812 |val acc:  0.45455 |val acc ravg:  0.49091 |
|epoch:  16 | lr: 0.010 |train ent: 0.47477 |train ent ravg: 0.48169 |train acc:  0.78409 |train acc ravg:  0.76818 |val ent: 7.24274 |val entravg: 5.57902 |val acc:  0.54545 |val acc ravg:  0.50909 |
|epoch:  17 | lr: 0.010 |train ent: 0.43064 |train ent ravg: 0.46652 |train acc:  0.80966 |train acc ravg:  0.78125 |val ent: 0.49609 |val entravg: 4.92014 |val acc:  0.76136 |val acc ravg:  0.55227 |
|epoch:  18 | lr: 0.010 |train ent: 0.40872 |train ent ravg: 0.46342 |train acc:  0.82102 |train acc ravg:  0.78409 |val ent: 3.50925 |val entravg: 4.91128 |val acc:  0.54545 |val acc ravg:  0.57273 |
|epoch:  19 | lr: 0.010 |train ent: 0.42653 |train ent ravg: 0.44448 |train acc:  0.79545 |train acc ravg:  0.79375 |val ent: 7.67641 |val entravg: 5.39057 |val acc:  0.44318 |val acc ravg:  0.55000 |
|epoch:  20 | lr: 0.010 |train ent: 0.41674 |train ent ravg: 0.43148 |train acc:  0.82102 |train acc ravg:  0.80625 |val ent: 7.89683 |val entravg: 5.36427 |val acc:  0.45455 |val acc ravg:  0.55000 |
|epoch:  21 | lr: 0.010 |train ent: 0.43500 |train ent ravg: 0.42353 |train acc:  0.80398 |train acc ravg:  0.81023 |val ent: 0.65956 |val entravg: 4.04763 |val acc:  0.75000 |val acc ravg:  0.59091 |
|epoch:  22 | lr: 0.010 |train ent: 0.39031 |train ent ravg: 0.41546 |train acc:  0.81818 |train acc ravg:  0.81193 |val ent: 4.11783 |val entravg: 4.77198 |val acc:  0.45455 |val acc ravg:  0.52955 |
|epoch:  23 | lr: 0.010 |train ent: 0.42060 |train ent ravg: 0.41784 |train acc:  0.79830 |train acc ravg:  0.80739 |val ent: 0.91668 |val entravg: 4.25346 |val acc:  0.61364 |val acc ravg:  0.54318 |
|epoch:  24 | lr: 0.010 |train ent: 0.40630 |train ent ravg: 0.41379 |train acc:  0.80682 |train acc ravg:  0.80966 |val ent: 3.79660 |val entravg: 3.47750 |val acc:  0.44318 |val acc ravg:  0.54318 |
|epoch:  25 | lr: 0.010 |train ent: 0.38379 |train ent ravg: 0.40720 |train acc:  0.84659 |train acc ravg:  0.81477 |val ent: 11.06497 |val entravg: 4.11113 |val acc:  0.54545 |val acc ravg:  0.56136 |
|epoch:  26 | lr: 0.010 |train ent: 0.34155 |train ent ravg: 0.38851 |train acc:  0.87216 |train acc ravg:  0.82841 |val ent: 4.61880 |val entravg: 4.90297 |val acc:  0.44318 |val acc ravg:  0.50000 |
|epoch:  27 | lr: 0.010 |train ent: 0.42306 |train ent ravg: 0.39506 |train acc:  0.80966 |train acc ravg:  0.82670 |val ent: 8.66592 |val entravg: 5.81259 |val acc:  0.44318 |val acc ravg:  0.49773 |
|epoch:  28 | lr: 0.010 |train ent: 0.41483 |train ent ravg: 0.39390 |train acc:  0.81534 |train acc ravg:  0.83011 |val ent: 5.56610 |val entravg: 6.74248 |val acc:  0.54545 |val acc ravg:  0.48409 |
|epoch:  29 | lr: 0.010 |train ent: 0.37560 |train ent ravg: 0.38776 |train acc:  0.83807 |train acc ravg:  0.83636 |val ent: 4.84978 |val entravg: 6.95311 |val acc:  0.43182 |val acc ravg:  0.48182 |
|epoch:  30 | lr: 0.010 |train ent: 0.38471 |train ent ravg: 0.38795 |train acc:  0.84943 |train acc ravg:  0.83693 |val ent: 3.21457 |val entravg: 5.38303 |val acc:  0.43182 |val acc ravg:  0.45909 |
|epoch:  31 | lr: 0.010 |train ent: 0.41361 |train ent ravg: 0.40236 |train acc:  0.81250 |train acc ravg:  0.82500 |val ent: 9.13062 |val entravg: 6.28540 |val acc:  0.44318 |val acc ravg:  0.45909 |
|epoch:  32 | lr: 0.010 |train ent: 0.33534 |train ent ravg: 0.38482 |train acc:  0.85227 |train acc ravg:  0.83352 |val ent: 3.04360 |val entravg: 5.16093 |val acc:  0.54545 |val acc ravg:  0.47955 |
|epoch:  33 | lr: 0.010 |train ent: 0.42702 |train ent ravg: 0.38726 |train acc:  0.80682 |train acc ravg:  0.83182 |val ent: 4.51649 |val entravg: 4.95101 |val acc:  0.54545 |val acc ravg:  0.47955 |
|epoch:  34 | lr: 0.010 |train ent: 0.43223 |train ent ravg: 0.39858 |train acc:  0.81250 |train acc ravg:  0.82670 |val ent: 0.88158 |val entravg: 4.15737 |val acc:  0.55682 |val acc ravg:  0.50455 |
|epoch:  35 | lr: 0.010 |train ent: 0.34956 |train ent ravg: 0.39155 |train acc:  0.85511 |train acc ravg:  0.82784 |val ent: 6.48920 |val entravg: 4.81230 |val acc:  0.45455 |val acc ravg:  0.50909 |
|epoch:  36 | lr: 0.010 |train ent: 0.33511 |train ent ravg: 0.37585 |train acc:  0.85227 |train acc ravg:  0.83580 |val ent: 6.79919 |val entravg: 4.34601 |val acc:  0.44318 |val acc ravg:  0.50909 |
|epoch:  37 | lr: 0.010 |train ent: 0.38751 |train ent ravg: 0.38629 |train acc:  0.79830 |train acc ravg:  0.82500 |val ent: 12.91073 |val entravg: 6.31944 |val acc:  0.55682 |val acc ravg:  0.51136 |
|epoch:  38 | lr: 0.010 |train ent: 0.37450 |train ent ravg: 0.37578 |train acc:  0.84091 |train acc ravg:  0.83182 |val ent: 1.39720 |val entravg: 5.69558 |val acc:  0.47727 |val acc ravg:  0.49773 |
|epoch:  39 | lr: 0.010 |train ent: 0.37397 |train ent ravg: 0.36413 |train acc:  0.83523 |train acc ravg:  0.83636 |val ent: 1.11594 |val entravg: 5.74245 |val acc:  0.60227 |val acc ravg:  0.50682 |
|epoch:  40 | lr: 0.010 |train ent: 0.34088 |train ent ravg: 0.36239 |train acc:  0.84943 |train acc ravg:  0.83523 |val ent: 0.59424 |val entravg: 4.56346 |val acc:  0.67045 |val acc ravg:  0.55000 |
|epoch:  41 | lr: 0.010 |train ent: 0.34843 |train ent ravg: 0.36506 |train acc:  0.84375 |train acc ravg:  0.83352 |val ent: 7.14769 |val entravg: 4.63316 |val acc:  0.45455 |val acc ravg:  0.55227 |
|epoch:  42 | lr: 0.010 |train ent: 0.39385 |train ent ravg: 0.36633 |train acc:  0.82102 |train acc ravg:  0.83807 |val ent: 1.34658 |val entravg: 2.32033 |val acc:  0.55682 |val acc ravg:  0.55227 |
|epoch:  43 | lr: 0.010 |train ent: 0.37692 |train ent ravg: 0.36681 |train acc:  0.82670 |train acc ravg:  0.83523 |val ent: 1.53034 |val entravg: 2.34696 |val acc:  0.57955 |val acc ravg:  0.57273 |
|epoch:  44 | lr: 0.010 |train ent: 0.32817 |train ent ravg: 0.35765 |train acc:  0.88352 |train acc ravg:  0.84489 |val ent: 0.57871 |val entravg: 2.23951 |val acc:  0.76136 |val acc ravg:  0.60455 |
|epoch:  45 | lr: 0.010 |train ent: 0.29188 |train ent ravg: 0.34785 |train acc:  0.89205 |train acc ravg:  0.85341 |val ent: 5.18829 |val entravg: 3.15832 |val acc:  0.45455 |val acc ravg:  0.56136 |
|epoch:  46 | lr: 0.010 |train ent: 0.36139 |train ent ravg: 0.35044 |train acc:  0.84091 |train acc ravg:  0.85284 |val ent: 3.05751 |val entravg: 2.34028 |val acc:  0.46591 |val acc ravg:  0.56364 |
|epoch:  47 | lr: 0.010 |train ent: 0.32511 |train ent ravg: 0.33670 |train acc:  0.85227 |train acc ravg:  0.85909 |val ent: 12.22330 |val entravg: 4.51563 |val acc:  0.54545 |val acc ravg:  0.56136 |
|epoch:  48 | lr: 0.010 |train ent: 0.36111 |train ent ravg: 0.33353 |train acc:  0.83523 |train acc ravg:  0.86080 |val ent: 0.44695 |val entravg: 4.29895 |val acc:  0.79545 |val acc ravg:  0.60455 |
|epoch:  49 | lr: 0.010 |train ent: 0.31903 |train ent ravg: 0.33171 |train acc:  0.87500 |train acc ravg:  0.85909 |val ent: 0.46916 |val entravg: 4.27704 |val acc:  0.76136 |val acc ravg:  0.60455 |
|epoch:  50 | lr: 0.010 |train ent: 0.27337 |train ent ravg: 0.32800 |train acc:  0.88636 |train acc ravg:  0.85795 |val ent: 0.34201 |val entravg: 3.30778 |val acc:  0.89773 |val acc ravg:  0.69318 |
|epoch:  51 | lr: 0.010 |train ent: 0.26854 |train ent ravg: 0.30943 |train acc:  0.89489 |train acc ravg:  0.86875 |val ent: 0.52056 |val entravg: 2.80039 |val acc:  0.76136 |val acc ravg:  0.75227 |
|epoch:  52 | lr: 0.010 |train ent: 0.32984 |train ent ravg: 0.31038 |train acc:  0.84091 |train acc ravg:  0.86648 |val ent: 4.64227 |val entravg: 1.28419 |val acc:  0.45455 |val acc ravg:  0.73409 |
|epoch:  53 | lr: 0.010 |train ent: 0.26902 |train ent ravg: 0.29196 |train acc:  0.90341 |train acc ravg:  0.88011 |val ent: 4.00460 |val entravg: 1.99572 |val acc:  0.44318 |val acc ravg:  0.66364 |
|epoch:  54 | lr: 0.010 |train ent: 0.27443 |train ent ravg: 0.28304 |train acc:  0.88636 |train acc ravg:  0.88239 |val ent: 3.81263 |val entravg: 2.66441 |val acc:  0.44318 |val acc ravg:  0.60000 |
|epoch:  55 | lr: 0.010 |train ent: 0.28490 |train ent ravg: 0.28535 |train acc:  0.88636 |train acc ravg:  0.88239 |val ent: 0.93808 |val entravg: 2.78363 |val acc:  0.59091 |val acc ravg:  0.53864 |
|epoch:  56 | lr: 0.010 |train ent: 0.28241 |train ent ravg: 0.28812 |train acc:  0.87784 |train acc ravg:  0.87898 |val ent: 0.77128 |val entravg: 2.83377 |val acc:  0.61364 |val acc ravg:  0.50909 |
|epoch:  57 | lr: 0.010 |train ent: 0.34021 |train ent ravg: 0.29019 |train acc:  0.87500 |train acc ravg:  0.88580 |val ent: 4.61290 |val entravg: 2.82790 |val acc:  0.45455 |val acc ravg:  0.50909 |
|epoch:  58 | lr: 0.010 |train ent: 0.27613 |train ent ravg: 0.29161 |train acc:  0.89205 |train acc ravg:  0.88352 |val ent: 12.01910 |val entravg: 4.43080 |val acc:  0.45455 |val acc ravg:  0.51136 |
|epoch:  59 | lr: 0.010 |train ent: 0.28410 |train ent ravg: 0.29355 |train acc:  0.88068 |train acc ravg:  0.88239 |val ent: 2.08345 |val entravg: 4.08496 |val acc:  0.56818 |val acc ravg:  0.53636 |
|epoch:  60 | lr: 0.010 |train ent: 0.30174 |train ent ravg: 0.29692 |train acc:  0.88068 |train acc ravg:  0.88125 |val ent: 0.64474 |val entravg: 4.02629 |val acc:  0.77273 |val acc ravg:  0.57273 |
|epoch:  61 | lr: 0.010 |train ent: 0.36618 |train ent ravg: 0.31367 |train acc:  0.85227 |train acc ravg:  0.87614 |val ent: 10.03867 |val entravg: 5.87977 |val acc:  0.43182 |val acc ravg:  0.53636 |
|epoch:  62 | lr: 0.010 |train ent: 0.27420 |train ent ravg: 0.30047 |train acc:  0.88068 |train acc ravg:  0.87727 |val ent: 0.69177 |val entravg: 5.09555 |val acc:  0.60227 |val acc ravg:  0.56591 |
|epoch:  63 | lr: 0.010 |train ent: 0.27217 |train ent ravg: 0.29968 |train acc:  0.90341 |train acc ravg:  0.87955 |val ent: 1.70034 |val entravg: 3.03179 |val acc:  0.56818 |val acc ravg:  0.58864 |
|epoch:  64 | lr: 0.010 |train ent: 0.24817 |train ent ravg: 0.29249 |train acc:  0.89489 |train acc ravg:  0.88239 |val ent: 0.33990 |val entravg: 2.68308 |val acc:  0.88636 |val acc ravg:  0.65227 |
|epoch:  65 | lr: 0.010 |train ent: 0.25785 |train ent ravg: 0.28371 |train acc:  0.90625 |train acc ravg:  0.88750 |val ent: 0.98495 |val entravg: 2.75113 |val acc:  0.54545 |val acc ravg:  0.60682 |
|epoch:  66 | lr: 0.010 |train ent: 0.23874 |train ent ravg: 0.25823 |train acc:  0.90909 |train acc ravg:  0.89886 |val ent: 1.45825 |val entravg: 1.03504 |val acc:  0.59091 |val acc ravg:  0.63864 |
|epoch:  67 | lr: 0.010 |train ent: 0.28175 |train ent ravg: 0.25974 |train acc:  0.88636 |train acc ravg:  0.90000 |val ent: 0.41400 |val entravg: 0.97949 |val acc:  0.81818 |val acc ravg:  0.68182 |
|epoch:  68 | lr: 0.010 |train ent: 0.28051 |train ent ravg: 0.26140 |train acc:  0.90341 |train acc ravg:  0.90000 |val ent: 0.44647 |val entravg: 0.72871 |val acc:  0.76136 |val acc ravg:  0.72045 |
|epoch:  69 | lr: 0.010 |train ent: 0.21117 |train ent ravg: 0.25400 |train acc:  0.92045 |train acc ravg:  0.90511 |val ent: 3.54021 |val entravg: 1.36877 |val acc:  0.54545 |val acc ravg:  0.65227 |
|epoch:  70 | lr: 0.010 |train ent: 0.16425 |train ent ravg: 0.23529 |train acc:  0.93182 |train acc ravg:  0.91023 |val ent: 0.27420 |val entravg: 1.22662 |val acc:  0.87500 |val acc ravg:  0.71818 |
|epoch:  71 | lr: 0.010 |train ent: 0.15236 |train ent ravg: 0.21801 |train acc:  0.96023 |train acc ravg:  0.92045 |val ent: 0.45663 |val entravg: 1.02630 |val acc:  0.75000 |val acc ravg:  0.75000 |
|epoch:  72 | lr: 0.010 |train ent: 0.24481 |train ent ravg: 0.21062 |train acc:  0.91761 |train acc ravg:  0.92670 |val ent: 0.84987 |val entravg: 1.11348 |val acc:  0.62500 |val acc ravg:  0.71136 |
|epoch:  73 | lr: 0.010 |train ent: 0.25455 |train ent ravg: 0.20543 |train acc:  0.89773 |train acc ravg:  0.92557 |val ent: 13.53331 |val entravg: 3.73084 |val acc:  0.45455 |val acc ravg:  0.65000 |
