------------------------------------------------
Job ID: 42800400
Run on host: compg010.hpc.in.bmrc.ox.ac.uk
Operating system: Linux
Username: lhw539
Started at: Sun Apr 4 13:05:16 BST 2021
------------------------------------------------
Test (in contrast to train):  False
Loading ABIDE train data.
Loading ABIDE   val data.
Load model for age - run: 0
Initialize classifier layer.
Reinitialize feature layers:  [5, 4, 3, 2, 1, 0]
Number of GPUs:  2
Epoch decay:  8
Gamma decay:  0.5

Final layer of model is being trained.
Start:  2021-04-04 13:05:22.705354
----------------------------------------------------------------------------------------------------------------------------------------------------------------
|epoch:   0 | lr: 0.100 |train kld: 2.10286 |train kld ravg: 2.10286 |train mae:  5.15974 |train mae ravg:  5.15974 |val kld: 2.18397 |val kldravg: 2.18397 |val mae:  5.87427 |val mae ravg:  5.87427 |
|epoch:   1 | lr: 0.100 |train kld: 2.50614 |train kld ravg: 2.30450 |train mae:  4.83630 |train mae ravg:  4.99802 |val kld: 2.01277 |val kldravg: 2.09837 |val mae:  3.77363 |val mae ravg:  4.82395 |
|epoch:   2 | lr: 0.100 |train kld: 2.43373 |train kld ravg: 2.34758 |train mae:  4.80279 |train mae ravg:  4.93294 |val kld: 2.03578 |val kldravg: 2.07751 |val mae:  4.83514 |val mae ravg:  4.82768 |
|epoch:   3 | lr: 0.100 |train kld: 2.49782 |train kld ravg: 2.38514 |train mae:  4.90031 |train mae ravg:  4.92479 |val kld: 2.17084 |val kldravg: 2.10084 |val mae:  3.41088 |val mae ravg:  4.47348 |
|epoch:   4 | lr: 0.100 |train kld: 2.61949 |train kld ravg: 2.43201 |train mae:  4.77491 |train mae ravg:  4.89481 |val kld: 2.08425 |val kldravg: 2.09752 |val mae:  4.01901 |val mae ravg:  4.38258 |
|epoch:   5 | lr: 0.100 |train kld: 2.47166 |train kld ravg: 2.50577 |train mae:  4.85128 |train mae ravg:  4.83312 |val kld: 2.33020 |val kldravg: 2.12677 |val mae:  3.84559 |val mae ravg:  3.97685 |
|epoch:   6 | lr: 0.100 |train kld: 2.69488 |train kld ravg: 2.54352 |train mae:  4.79440 |train mae ravg:  4.82474 |val kld: 2.00002 |val kldravg: 2.12422 |val mae:  5.69922 |val mae ravg:  4.36197 |
|epoch:   7 | lr: 0.100 |train kld: 2.67798 |train kld ravg: 2.59237 |train mae:  4.72672 |train mae ravg:  4.80953 |val kld: 1.86924 |val kldravg: 2.09091 |val mae:  3.54686 |val mae ravg:  4.10431 |
|epoch:   8 | lr: 0.050 |train kld: 1.98587 |train kld ravg: 2.48998 |train mae:  4.47190 |train mae ravg:  4.72384 |val kld: 1.53308 |val kldravg: 1.96336 |val mae:  4.66002 |val mae ravg:  4.35414 |
|epoch:   9 | lr: 0.050 |train kld: 1.77617 |train kld ravg: 2.32131 |train mae:  4.67419 |train mae ravg:  4.70370 |val kld: 1.80619 |val kldravg: 1.90775 |val mae:  3.69451 |val mae ravg:  4.28924 |
|epoch:  10 | lr: 0.050 |train kld: 1.73634 |train kld ravg: 2.17425 |train mae:  4.49027 |train mae ravg:  4.63150 |val kld: 1.44604 |val kldravg: 1.73091 |val mae:  3.45692 |val mae ravg:  4.21150 |
|epoch:  11 | lr: 0.050 |train kld: 1.73551 |train kld ravg: 1.98237 |train mae:  4.61983 |train mae ravg:  4.59658 |val kld: 1.67020 |val kldravg: 1.66495 |val mae:  3.48670 |val mae ravg:  3.76900 |
|epoch:  12 | lr: 0.050 |train kld: 1.69754 |train kld ravg: 1.78628 |train mae:  4.59801 |train mae ravg:  4.57084 |val kld: 1.51479 |val kldravg: 1.59406 |val mae:  3.74445 |val mae ravg:  3.80852 |
|epoch:  13 | lr: 0.050 |train kld: 1.75407 |train kld ravg: 1.73992 |train mae:  4.49235 |train mae ravg:  4.57493 |val kld: 1.52964 |val kldravg: 1.59337 |val mae:  3.56401 |val mae ravg:  3.58932 |
|epoch:  14 | lr: 0.050 |train kld: 1.68011 |train kld ravg: 1.72071 |train mae:  4.59547 |train mae ravg:  4.55919 |val kld: 1.56084 |val kldravg: 1.54430 |val mae:  3.92235 |val mae ravg:  3.63488 |
|epoch:  15 | lr: 0.050 |train kld: 1.69800 |train kld ravg: 1.71305 |train mae:  4.47149 |train mae ravg:  4.55543 |val kld: 1.59532 |val kldravg: 1.57416 |val mae:  3.70034 |val mae ravg:  3.68357 |
|epoch:  16 | lr: 0.025 |train kld: 1.63806 |train kld ravg: 1.69356 |train mae:  4.51921 |train mae ravg:  4.53531 |val kld: 1.49537 |val kldravg: 1.53919 |val mae:  4.00597 |val mae ravg:  3.78742 |
|epoch:  17 | lr: 0.025 |train kld: 1.56063 |train kld ravg: 1.66618 |train mae:  4.44485 |train mae ravg:  4.50467 |val kld: 1.43080 |val kldravg: 1.52239 |val mae:  3.69513 |val mae ravg:  3.77756 |
