------------------------------------------------
Job ID: 40330727
Run on host: compg026.hpc.in.bmrc.ox.ac.uk
Operating system: Linux
Username: lhw539
Started at: Sat Mar 20 12:34:12 GMT 2021
------------------------------------------------
Test (in contrast to train):  False
Loading share 1.00 train data.
Loading share 1.00   val data.
Number of GPUs:  2
Epoch decay:  30
Gamma decay:  0.5

Full model is being trained with random initialization.
Start:  2021-03-20 12:34:19.049039
----------------------------------------------------------------------------------------------------------------------------------------------------------------
|epoch:   0 | lr: 0.100 |train ent: 0.72395 |train ent ravg: 0.72395 |train acc:  0.64205 |train acc ravg:  0.64205 |val ent: 4.26928 |val entravg: 4.26928 |val acc:  0.54545 |val acc ravg:  0.54545 |
|epoch:   1 | lr: 0.100 |train ent: 0.65170 |train ent ravg: 0.68783 |train acc:  0.65909 |train acc ravg:  0.65057 |val ent: 5.51880 |val entravg: 4.89404 |val acc:  0.54545 |val acc ravg:  0.54545 |
|epoch:   2 | lr: 0.100 |train ent: 0.68496 |train ent ravg: 0.68687 |train acc:  0.62500 |train acc ravg:  0.64205 |val ent: 0.99925 |val entravg: 3.59578 |val acc:  0.45455 |val acc ravg:  0.51515 |
|epoch:   3 | lr: 0.100 |train ent: 0.60933 |train ent ravg: 0.66749 |train acc:  0.69034 |train acc ravg:  0.65412 |val ent: 1.11908 |val entravg: 2.97660 |val acc:  0.44318 |val acc ravg:  0.49716 |
|epoch:   4 | lr: 0.100 |train ent: 0.61934 |train ent ravg: 0.65786 |train acc:  0.68466 |train acc ravg:  0.66023 |val ent: 1.59284 |val entravg: 2.69985 |val acc:  0.44318 |val acc ravg:  0.48636 |
|epoch:   5 | lr: 0.100 |train ent: 0.58400 |train ent ravg: 0.62987 |train acc:  0.68750 |train acc ravg:  0.66932 |val ent: 4.80097 |val entravg: 2.80619 |val acc:  0.55682 |val acc ravg:  0.48864 |
|epoch:   6 | lr: 0.100 |train ent: 0.54612 |train ent ravg: 0.60875 |train acc:  0.74148 |train acc ravg:  0.68580 |val ent: 1.39580 |val entravg: 1.98159 |val acc:  0.46591 |val acc ravg:  0.47273 |
|epoch:   7 | lr: 0.100 |train ent: 0.59845 |train ent ravg: 0.59145 |train acc:  0.69034 |train acc ravg:  0.69886 |val ent: 0.71738 |val entravg: 1.92521 |val acc:  0.54545 |val acc ravg:  0.49091 |
|epoch:   8 | lr: 0.100 |train ent: 0.55551 |train ent ravg: 0.58068 |train acc:  0.69602 |train acc ravg:  0.70000 |val ent: 1.82163 |val entravg: 2.06572 |val acc:  0.45455 |val acc ravg:  0.49318 |
|epoch:   9 | lr: 0.100 |train ent: 0.52356 |train ent ravg: 0.56153 |train acc:  0.71591 |train acc ravg:  0.70625 |val ent: 0.68018 |val entravg: 1.88319 |val acc:  0.61364 |val acc ravg:  0.52727 |
|epoch:  10 | lr: 0.100 |train ent: 0.60766 |train ent ravg: 0.56626 |train acc:  0.70170 |train acc ravg:  0.70909 |val ent: 1.63063 |val entravg: 1.24913 |val acc:  0.44318 |val acc ravg:  0.50455 |
|epoch:  11 | lr: 0.100 |train ent: 0.57204 |train ent ravg: 0.57145 |train acc:  0.68466 |train acc ravg:  0.69773 |val ent: 0.68233 |val entravg: 1.10643 |val acc:  0.57955 |val acc ravg:  0.52727 |
|epoch:  12 | lr: 0.100 |train ent: 0.50476 |train ent ravg: 0.55271 |train acc:  0.75284 |train acc ravg:  0.71023 |val ent: 6.06652 |val entravg: 2.17626 |val acc:  0.44318 |val acc ravg:  0.50682 |
|epoch:  13 | lr: 0.100 |train ent: 0.53177 |train ent ravg: 0.54796 |train acc:  0.72727 |train acc ravg:  0.71648 |val ent: 3.25360 |val entravg: 2.46265 |val acc:  0.45455 |val acc ravg:  0.50682 |
